header,user,body,title
obsessive-compulsive-disorder-ocd,ElephantsHear,"I got another email thanking me for applying, but they’re going with another candidate.  I’ve worked 9 months in the last 3 years. This time around I haven’t worked in 1 year, but I’ve applied to a lot of jobs (health insurance field/ good hours/ less stress) with no success bec. of my employment history",sad and unemployed 
obsessive-compulsive-disorder-ocd,Totoro25,"Hello peeps. I have recently between 1&2 months ago increased my levothyroxine from 75mg to 100mg.Thing is I've started having days where I'm extremely high and very excitable (euphoric) followed by very low days (feel sad & tearful) and exhaustion. 
The low mood days take me by surprise almost and it's",Aha - Highs & Lows
obsessive-compulsive-disorder-ocd,Mrsjaytee,"I am having a nightmare getting my gp to prescribe Femara (she isnt a fertility expert and we have now cut ties with our clinic).

We considered a mild ivf cycle, but we have to postpone this idea for financial reasons.

I am going to try soy isolflavens. I am on cycle day 2. Will i start tomorrow, and",Soy Isoflavens and Black Cohosh
obsessive-compulsive-disorder-ocd,Jennblank7734,"Hello. Finally I feel like there might be some hope for my living situation.  I heard back from a lawfirm I contacted to find out if everything my landlord is doing to me is legal or not. In May and June, besides all of the users and dealers she had here, there was a man that stayed for 6 weeks. I'm",I wanted to share an update.
anxiety,Against_the_current,"""Don't you study psychology?"" 
""I started working at 18""
""You're not mentally ill, just weak""
""You're too mentally ill for me, go to the mental hospital""
My recruiter is always like ""as a psychology student"". No, the fact that im a psychology student doesn't mean i can manipulate people, am an extrovert",I cannot fit in the outside world 
anxiety,Cleo1011,"Hi, I've got TRD.  I have okay days, and then really really bad days.  I'm just a hot mess that makes it through the work day with a fake smile on my face, then comes home exhausted from ""pretending"", and sad from loneliness. 

I joined here, hoping to find a friend to chat with on a regular basis.",Treatment Resistant Depression
anxiety,reinventingmyself36,"Hi all!

I’m a 40 year old woman who is  struggling with bipolar2, borderline disorder, severe panic attacks each morning etc but the worst part is the loneliness and guilt I feel each day. 
my best friend is distant from me due to me having outbursts complaining when she does talk to me … she doesn’",loneliness 
anxiety,northwoodboy,I had another tough day yesterday  with plenty of suicidal ideation. I managed to get out and hike when I got home and was having a spirited discussion with myself trying to question the stream of irrational thoughts. I became quite emotional and stopped and started to imagine my 4 daughters at my funeral,Picturing my funeral 
anxiety,northwoodboy,"I am feeling pretty desperate, staring at my computer screen at work or lying motionless in my apt reading or watching movies to try not to obsess about my depression. My anti-depressants stopped working and I have weaned off them after 20 plus years with the goal of trying psilocybin. I am struggling",A nightmarish journey
anxiety,BlondeMomma88,hello everyone this is my first post. I’m wondering if anyone has had negative side effects from taking Wellbutrin and serotonin medications. I started the serotonin in April and then the Wellbutrin mid May. In June my husband walked in the door and told him I wanted a divorce out of the blue.  We went,side affects of anxiety and depression meds 
anxiety,Hidden,"I tried breaking this cycle in 2017 and now I'm back where I started, man mental health and depression is a lonely cycle and now I'm dealing with people stalking my house. Fighting so hard to keep myself in a positive space, but the environment as well as this day and age we're living in is very tough",2017 all over again
anxiety,DP199777,hello new member here. I’ve recently been prescribed Fluoxetine 20mg and was just wondering if it’s fine to take with 500mg L-Tyrosine thanks?  After doing a bit of research it seems Fluoxetine increases serotonin levels in the brain but does absolutely nothing for Dopamine levels which is why I would,Using L-Tyrosine with Fluoxetine (Prozac)?
anxiety,252210519,"I am 62 years old and have suffered with severe   and severe depression for most of my life.  I was hospitalized for a time with suicidal ideation.  I am on medications, see a psychologist, but nothing seems to help.",Forever pain
anxiety,iOwlface,"Hi everyone, 

Just wondering if anyone could tell me about their experience of Duloxetine? 

One of my GP's mentioned it to me during treatment for my IBS. I've since done research and seen that Duloxetine is better for my kind of IBS. 

I'm not mega enthused about starting a new anti-depressant, but",Duloxetine? 
anxiety,Ryanlion,Hi everyoneDoes anyone know how much Clomipramine would equal 150mgs of Venlafaxine?  Which of these drugs perform best if anyone has tried them for a while.,Clomipramine verses Venlafaxine
anxiety,Debbs73,I suffer with   issues and have done for a while now. Over the last few year its gotten worse. To the extent of my tummy starts feeling funny where its making me go for poo's (didn't know how else to word it in a better way). It's not diarrhoea more firmer than that.,Anxiety
anxiety,Ferndav,"I have been out of hospital 9 months now and I’m improving in a lot of good ways but only thing that’s holding me back is my  , It is worst than ever right now, a weird feeling of constantly feeling like I’m being talked about etc and feeling like my close friends and family hate which is causing",anxiety 
anxiety,Trainchaser,I have been better at takling my   issues but I have been physically sick the last 5 days and have had   creep back into my life.  Struggling with   most of my life.  Just hate it. What is even worse is having   and depression at the same time,Anxiety 
anxiety,Donnagb8,I been having   and depression. I’m feeling a bit better with the help of my counselor and psychiatrist.  Some days I  jave good days and some a little off . But I’m managing it. With the help that I have . I’m new with this forum .,anxiety
anxiety,HEALED2,,Anxiety 
anxiety,MananaBanana,my biggest issues in life is prolly  . It’s like I’m addicted to my thoughts and I’m constantly stuck in my head. I also feel safe into mind so it’s hard to leave. I have a tendency to overthink things and it’s negatively impacting my life. Help?,anxiety
anxiety,Nickola,"Hi I'm currently on citraphram I uped my dose nearly 4 weeks ago but my   has got so much worse ,the doc has now said to drop to 20mg and take martizapine at night has any one been on them together I'm so scared to come dwn on my meds I have bad health   thank you nickola",Anxiety
anxiety,Akash_Rao,"I'm also anxious about where she goes to work etc

What are some of the ways to be free of   and keep my cool while we build our family life and rule over the nation?",Anxiety 
anxiety,Eminem2001,"I have been having bad thoughts about something is going to happen to some one or more then one when I really need them right now so I am very worried and have ocd thoughts to try to “ make the thoughts not happen” ANY thing to help, things to do think about, count idk! Help!",anxiety
clinical-depression,Jeepjustin,Never been great finding love but for some reason I always search for it. Been in 3 relationships but the last one really left me in a bad place. It all started when I found a new woman at work really attractive and unique. Thought luck was on my side when stumbled upon her profile on a dating app. Started,"Scared, hurt, depressed, tired."
