header,user,body,title
post-traumatic-stress-disorder-ptsd,Hidden,"I have two questions, they're unrelated with each other. 

1) Besides PTSD and Anxiety, I'm also Type 1 Diabetic, and I noticed that sometimes if I'm having a low BGL (blood sugar) sometimes I'll have an anxiety attack at the same time. I don't know why that is. I've been Type 1 for about 5 almost 6",Trying to Figure out a couple of things 
post-traumatic-stress-disorder-ptsd,FrankMarsh19,So after a diagnosis early last year this feb 2022 went terminal as it ended up in end stage failure. As if that isn’t enough toss in depression I developed on top of the anxiety and C-PTSD and to sick to be able to take any meds for the depression.,life with depression and a terminal illness. 
post-traumatic-stress-disorder-ptsd,Lonepain,"I've been dx  with GAD MDD and PTSD.  I had crisis starting in 2018 went for help.  Disaster,  system and treatment (mistreatment some cases) made things worse.  Anyone else had bad time?  Sorry if triggered anyone.",Housing anxiety and mental health system?
post-traumatic-stress-disorder-ptsd,Candyapple80,"I have PTSD so and I’m not sure if this has anything to do with it but there are certain times when I haven’t slept a lot or I’m not feeling good, I tend to get very jumpy and sensitive to loud sounds. It seems the slightest loud sound makes me jump out of my own skin. At times like this I wear my ear",sensitive to noises 
post-traumatic-stress-disorder-ptsd,Candle_lit,"Hi familyIt's been forever since I posted as I'm still battling PTSD and catastrophic thoughts. I must say I'm still recovering so much better.  As I realize, with time I learned to manage and days where I don't manage my symptoms I just be.......... It's a journey and I pray that we all grab hold to",Update
post-traumatic-stress-disorder-ptsd,ADAATeamRachel,"-     , or  , is a serious potentially debilitating condition that can occur in people who have experienced or witnessed a traumatic event, such as a natural disaster, serious accident, terrorist incident, sudden death of a loved one, war, violent personal assault such as rape",What is PTSD?
post-traumatic-stress-disorder-ptsd,RoxyKind,"Hi. I am new but am so excited to be here. I have PTSD.  I try a lot to handle my day to day. I need help getting back into society and interacting with people.  I feel really comfortable in my home environment with my dog.  If anyone has any suggestions, I would take them. I would also take sleep strategies","Hi, everyone."
post-traumatic-stress-disorder-ptsd,Delzek,"Tokay I go for another CT scan, the"" Colorectal faster diagnosis services its NHS and its been so quick from when the symptoms appeared ! I'm not sure what or who to believe about my PTSD ( I still don't think I have it,) although I am still agoraphobic and suffer Panic Attacks if I do go outside,I",﻿still healing 
post-traumatic-stress-disorder-ptsd,ADAATeamRachel,"Cyan survived a near-death experience, but life wasn't the same anymore. She felt lonely and depressed and suffered from flashbacks, which she discovered was PTSD. Cyan began to go to therapy and found helpful resources to help her cope with PTSD.

""ADAA, The Mighty, additional wellness organizations",ADAA Personal Story of Triumph: Changing Habits To Feel Good Again—Surviving A Near-Death Experience And Coping With PTSD
bipolar-disorder,STEM_Dad,"For example: 

~~~~~

Some of the people in my family have a history of dyslexia, anxiety, depression and    .",Thought of the day: Neurodiversity certainly isn't simple 
bipolar-disorder,jeffreyn,"Recruitment Status: Not yet recruiting

Estimated Study Start Date: September 2023

Estimated Study Completion Date: September 2028

Each participant will be taking ambroxol [or placebo] for two years, and it is estimated that it will take two years to recruit 330 PwPs.

Ambroxol to Slow Progression",A study record is now available on the Clinical Trials website for the big (N=330) Ambroxol Phase 3 trial (NCT05778617)
bipolar-disorder,Alan1949,"I HAVE BEEN DIAGNOSED WITH PARKINSONS IN 2018. I LOOKING TO GAIN KNOWLEDGE OF NEW TREATMENTS. CURRENTLY EVALUATING WHITE LIGHT AND RED LIGHT THERAPIES.

ANYONE USING THESE THERAPIES PLEASE SHARE YOUR EXPERIENCES.",cure parkinsons
bipolar-disorder,Hidden,I only ended up on a mental ward getting labeled with     and told I’m sick and that I’m a burden and good for nothing.  Why don’t I kill myself???  What do I really have to live for but getting yelled at and spit on by people?????,I need support.  My nasty Dad just threatened to kick me out of the house.  
bipolar-disorder,WanderlustGirl23,"Hello everyone,

I just joined today in hopes that I can find comfort in community.  I've been depressed for most of my life.  My depression stems from body image issues and the disordered eating eating patterns/thoughts that follow it.  I knew it was getting bad when I had daily suicidal thoughts.",Feeling worthless today
bipolar-disorder,Kat_at_APP,"It was written by a lady with    .  I find it very insightful, and thought it might be of help / interest to the APP community here.

https://www.centreformentalhealth.org.uk/3-graceful-resolve-attitudes-navigating-psychological-crisis?",interesting blog about navigating crisis
bipolar-disorder,AinslW,"I had PPP after our son was stillborn June 2022. I wanted to hop on here to update you all on my recovery and get feedback. I’m off the lithium now and just started on Latuda so now I’m on Latuda, Zoloft, olanzapine, and Temazepam. It’s all the lowest possible dose except for the Zoloft. I’ve been diagnosed",Recovery Update
bipolar-disorder,Likes_books,"Hello, please can someone reach out to me. I had PP 3 years ago with the birth of my son. I have had a relapse yet the triggers seem a lot more real second time around. I feel like I am pregnant again but I know I am not as I have taken a test. 


My hallucinations and delusions seem so real. I am 3",Relapse of PP yet not had a baby second time 
bipolar-disorder,Nbpp,"Hi all,I've never posted on here before but just wanted some to get some advice about other people's experiences coming off olanzapine. 
I had a PPP in November 2020 shortly after having my daughter. I had a very traumatic birth and almost lost my daughter 2 hours after I gave birth. I think this along",Withdrawal symptoms after olanzapine 
bipolar-disorder,Kelkel00,"so I’ve been taking Prozac for almost exactly 2 months now. Just added Wellbutrin 2 weeks ago. Starting instantly feeling better the day I started taking the Wellbutrin (along with the Prozac). Then, 4 days ago (so after taking those 2 meds for 10 days), the anxious feelings started back again and now",feeling anxious again after starting to feel better….relapse?!
bipolar-disorder,Moonpie-50,I’ve recently been diagnosed with bipolar 1. It’s been a rocky road for me since January 19th of this year. I had to take a leave from work ( which is very toxic) I had a melt down you might say. I feel like a completely different person.  I feel like I’m just a shell of what I was even 3 months ago.,I feel very anxious and hopeless at the same time
post-traumatic-stress-disorder-ptsd,Nothingnoted,Does anybody have have any about about calming PTSD when when something occurs,Advice on PTSD
post-traumatic-stress-disorder-ptsd,Johncasaras,If there's anybody out there that's presently go trough this and also post divorce would be appreciated.I have confusion constantly.My partner suffers from ptsd and pseudodentia and it's been a nightmare since recent diagnosis.At this point im looking to talk or help,extreme anxiety and depression due to divorce
